"Market","Forecast","Timestamp"
"Sundar Pichai leaves Google in 2024?","12.68%","2024-04-20T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","12.68%","2024-04-20T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","13.00%","2024-04-21T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","13.00%","2024-04-21T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","13.00%","2024-04-22T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","13.00%","2024-04-22T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","16.00%","2024-04-23T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","16.00%","2024-04-23T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","16.00%","2024-04-24T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","16.00%","2024-04-24T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","13.00%","2024-04-25T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","13.00%","2024-04-25T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.29%","2024-04-26T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.29%","2024-04-26T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.29%","2024-04-27T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.29%","2024-04-27T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-04-28T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-04-28T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-04-29T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-04-29T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-04-30T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-01T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-01T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-01T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-02T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-02T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-03T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-03T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-04T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-04T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-05T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-06T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-06T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.97%","2024-05-07T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.97%","2024-05-07T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.02%","2024-05-08T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.02%","2024-05-08T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-09T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-09T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-10T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-10T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-11T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-12T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-12T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-13T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-13T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-14T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.00%","2024-05-15T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.42%","2024-05-15T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.42%","2024-05-15T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.22%","2024-05-16T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.22%","2024-05-16T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-17T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-17T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-18T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-18T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-19T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-20T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-20T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-21T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-21T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-22T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-22T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-23T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-23T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-24T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-25T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-25T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-26T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-26T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-27T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-05-28T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-28T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-28T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-29T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-05-29T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-05-30T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-05-30T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.90%","2024-05-31T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.90%","2024-05-31T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.90%","2024-06-01T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","8.90%","2024-06-01T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-06-02T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-06-02T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-06-03T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-06-03T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-06-04T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-06-05T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.89%","2024-06-05T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.89%","2024-06-05T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.89%","2024-06-06T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.89%","2024-06-06T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-06-07T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-06-07T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-06-08T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","9.00%","2024-06-08T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-06-09T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-06-09T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-06-10T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-06-10T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-06-11T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-06-12T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","10.00%","2024-06-12T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-13T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-13T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-14T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-14T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-15T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-16T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-16T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-17T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-17T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-18T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-19T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-19T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-20T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-20T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-21T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-21T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-22T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-23T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-23T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-24T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-24T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-25T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-26T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-26T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-27T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-27T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-28T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-28T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-29T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-30T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.00%","2024-06-30T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-01T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-01T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-02T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-02T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-03T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-04T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-04T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-05T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-05T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-06T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-07T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-07T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-08T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","5.00%","2024-07-08T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-07-09T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","7.00%","2024-07-09T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-10T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-10T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-11T08:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-11T22:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-12T12:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-13T02:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-13T16:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-14T06:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-14T20:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-15T10:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-16T00:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-16T14:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-17T04:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-17T18:00:00.000Z"
"Sundar Pichai leaves Google in 2024?","6.24%","2024-07-18T08:00:00.000Z"
